unknown,không biết,a,tôi không biết
ask_what, Sau khi  Đại học quốc gia Hà Nội được thành lập  Khoa Kinh tế – Chính trị thuộc Đại học Tổng hợp Hà Nội trở thành khoa đào tạo của trường thành viên nào, b, Đại học Khoa học Xã hội và Nhân văn.
ask_what, Năm 1999  Khoa Kinh tế –  Đại học quốc gia Hà Nội được thành lập dựa trên cơ sở nào, b, Khoa Kinh tế – Chính trị  thuộc Đại học Khoa học Xã hội và Nhân văn.
ask_what, Cơ cấu tổ chức của Trung tâm Giáo dục Quốc phòng –  Đại học quốc gia Hà Nội gồm 02 khoa  đó là, b, Khoa Chính trị và Khoa Quân sự.
ask_what, Môn học nào của Đại học Quốc gia Việt Nam do Bộ Giáo dục trực tiếp chỉ đạo về nội dung  hình thức  thời gian học tập, b, Bộ môn Chính trị do Bộ Giáo dục trực tiếp chỉ đạo.
ask_what, Trường Đại học Sư phạm Ngoại ngữ Hà Nội được phát triển trên cơ sở Khoa nào của trường Đại học Sư phạm Hà Nội , b, Khoa Ngoại Ngữ -trường Đại học Sư phạm Hà Nội.
ask_what, Viện Tài nguyên và Môi trường –  Đại học quốc gia Hà Nội được thành lập trên cơ sở nào, b, Trung tâm Nghiên cứu Tài nguyên và Môi trường – ĐHQGHN
ask_what, Ngày 17/11/2016  Thủ tướng chính phủ ký quyết định thành lập…, b, Viện Tài nguyên và Môi trường
ask_what, Khoa Các khoa học liên ngành –  Đại học quốc gia Hà Nội có tên viết tắt là, b, Khoa Các khoa học liên ngành có tên viết tắt là SIS
ask_what, Khoa Các khoa học liên ngành –  Đại học quốc gia Hà Nội tiền thân là, b, Khoa Sau đại học – ĐHQGHN
ask_what, Cơ quan chủ quản của Bệnh viện  Đại học quốc gia Hà Nội là, b, Đại học Quốc gia Hà Nội
ask_what, Thủ tướng Chính phủ Nước Việt Nam Dân chủ Cộng hòa đã ký Quyết định số 128/CP ngày 14/8/1967 chia trường Đại học Sư phạm Hà Nội thành 3 trường đại học Sư phạm thuộc Bộ Giáo dục là, b, Trường Đại học Sư phạm Hà Nội 1  Trường Đại học Sư phạm Hà Nội 2  Trường Đại học Sư phạm Ngoại ngữ Hà Nội.
ask_what, Năm 1999  Trung tâm nghiên cứu Vi sinh ứng dụng và Trung tâm Nghiên cứu Nấm ăn thuộc Đại học Khoa học Tự nhiên được tổ chức lại thành gi, b, Trung tâm Công nghệ Sinh học
ask_what, Những trường đại học nào sau đây có trường THPT trực thuộc, b, Trường Đại học Ngoại Ngữ  Đại học Khoa học Tự nhiên  Đại học Giáo dục
ask_what, Tên gọi của lớp chuyên đầu tiên của Trường ĐH Tổng hợp Hà Nội và là lớp năng khiếu đầu tiên trong cả nước là gì, b, Lớp chuyên Toán A0
ask_what, Trong các đơn vị của  Đại học quốc gia Hà Nội  đơn vị đầu tiên áp dụng phương thức đào tạo theo tín chỉ do sinh viên được đăng ký lớp môn học ngay từ đầu năm học 2007 - 2008 là, b, Trường Đại Học Khoa học Xã hội và Nhân văn
ask_what, Trong giai đoạn 2014 – 2020  những đơn vị trong  Đại học quốc gia Hà Nội áp dụng chuyên ngành đào tạo cử nhân liên ngành là, b, Trường Đại học Khoa học Tự nhiên  trường Đại học Khoa học Xã hội và Nhân văn  Trường Đại học Công nghệ
ask_what, Từ năm 1993 đến nay   Đại học quốc gia Hà Nội đã đào tạo thí điểm 25 ngành  chuyên ngành  cụ thể gồm, b, 4 chương trình đại học  18 chương trình thạc sỹ và 3 chương trình tiến sỹ
ask_what, Đâu không phải là tiêu chí trong Bảng xếp hạng QS châu Á năm 2017, b, Tỷ lệ giảng viên có trình độ Thạc sỹ
ask_what, Ngày 19/12/2017  đại diện Mạng lưới các trường đại học Đông Nam Á AUN đã công bố quyết định và trao chứng nhận đạt chuẩn chất lượng cấp trường của Mạng lưới các trường đại học Đông Nam Á cho đơn vị đào tạo nào thuộc  Đại học quốc gia Hà Nội, b, Trường Đại học Khoa học Tự nhiên
ask_what, Lần đầu tiên một mã ngành đào tạo nghiên cứu Phật học được mở chính thức ở Việt Nam tại đơn vị nào của  Đại học quốc gia Hà Nội, b, Viện Trần Nhân Tông  ĐHQGHN
ask_what, Người được nhận Giải thưởng Tạ Quang Bửu dành cho nhà khoa học trẻ dưới 35 tuổi vào 18/5/2018 là giảng viên trường nào trong  Đại học quốc gia Hà Nội, b, Trường Đại học Khoa học Tự nhiên
ask_what, Đâu không phải là một trong những đơn vị hỗ trợ đào tạo tại  Đại học quốc gia Hà Nội, b, Trung tâm Giới thiệu việc làm
